Datum,Tijd,Valutadatum,Product,ISIN,Omschrijving,FX,Mutatie,,Saldo,,Order Id
26-07-2024,05:24,25-07-2024,,,Reservation iDEAL / Sofort Deposit,,EUR,-150.00,EUR,149.03,
25-07-2024,17:53,25-07-2024,,,Reservation iDEAL / Sofort Deposit,,EUR,250.00,EUR,299.03,
25-07-2024,17:45,25-07-2024,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 1.000 EUR,,,,EUR,49.03,
25-07-2024,17:45,25-07-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,1000.00,EUR,1049.03,
25-07-2024,09:30,24-07-2024,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 0,01 EUR",,,,EUR,49.03,
25-07-2024,09:30,24-07-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,0.01,EUR,49.04,
25-07-2024,04:51,24-07-2024,,,iDEAL Deposit,,EUR,1000.00,EUR,49.03,
25-07-2024,04:51,24-07-2024,,,Reservation iDEAL / Sofort Deposit,,EUR,-1000.00,EUR,-950.97,
24-07-2024,15:43,24-07-2024,VANGUARD FTSE ALL-WORLD UCITS ETF,IE00BK5BQT80,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-1.00,EUR,49.03,e3d4e0b6-22c1-4363-bac5-1ff8d17733e7
24-07-2024,15:43,24-07-2024,VANGUARD FTSE ALL-WORLD UCITS ETF,IE00BK5BQT80,"Koop 9 @ 122,22 EUR",,EUR,-1099.98,EUR,50.03,e3d4e0b6-22c1-4363-bac5-1ff8d17733e7
24-07-2024,15:41,24-07-2024,,,Reservation iDEAL / Sofort Deposit,,EUR,150.00,EUR,1150.01,
24-07-2024,15:32,24-07-2024,,,Reservation iDEAL / Sofort Deposit,,EUR,1000.00,EUR,1000.01,
15-07-2024,14:00,15-07-2024,,,Processed Flatex Withdrawal,,EUR,3070.89,EUR,0.01,
15-07-2024,14:00,15-07-2024,,,flatex terugstorting,,EUR,-3070.89,EUR,-3070.88,
15-07-2024,11:45,12-07-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-2997.98,EUR,0.01,
15-07-2024,11:45,12-07-2024,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 2.997,98 EUR",,,,EUR,2997.99,
12-07-2024,19:57,12-07-2024,,,Processed Flatex Withdrawal,,EUR,-3070.89,EUR,0.01,
12-07-2024,19:57,12-07-2024,NVIDIA CORP,US67066G1040,Valuta Debitering,1.0934,USD,-3280.26,USD,0.00,e9725579-f1d7-4501-8bb7-e8b32c416c54
12-07-2024,19:57,12-07-2024,NVIDIA CORP,US67066G1040,Valuta Creditering,,EUR,2999.98,EUR,3070.90,e9725579-f1d7-4501-8bb7-e8b32c416c54
12-07-2024,19:57,12-07-2024,NVIDIA CORP,US67066G1040,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-2.00,EUR,70.92,e9725579-f1d7-4501-
,,,,,,,,,,,8bb7-e8b32c416c54
12-07-2024,19:57,12-07-2024,NVIDIA CORP,US67066G1040,"Verkoop 25 @ 131,2102 USD",,USD,3280.26,USD,3280.26,e9725579-f1d7-4501-8bb7-e8b32c416c54
08-07-2024,10:45,05-07-2024,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 237,75 EUR",,,,EUR,72.92,
08-07-2024,10:45,05-07-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,237.75,EUR,310.67,
06-07-2024,10:40,30-06-2024,,,Flatex Interest Income,,EUR,0.00,EUR,72.92,
05-07-2024,15:30,05-07-2024,NVIDIA CORP,US67066G1040,Valuta Creditering,1.0803,USD,254.68,USD,0.00,15655068-3241-409e-84e9-c718b91e4b04
05-07-2024,15:30,05-07-2024,NVIDIA CORP,US67066G1040,Valuta Debitering,,EUR,-235.75,EUR,72.92,15655068-3241-409e-84e9-c718b91e4b04
05-07-2024,15:30,05-07-2024,NVIDIA CORP,US67066G1040,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-2.00,EUR,308.67,15655068-3241-409e-84e9-c718b91e4b04
05-07-2024,15:30,05-07-2024,NVIDIA CORP,US67066G1040,"Koop 2 @ 127,34 USD",,USD,-254.68,USD,-254.68,15655068-3241-409e-84e9-c718b91e4b04
05-07-2024,04:50,04-07-2024,,,iDEAL Deposit,,EUR,300.00,EUR,310.67,
05-07-2024,04:50,04-07-2024,,,Reservation iDEAL / Sofort Deposit,,EUR,-300.00,EUR,10.67,
03-07-2024,20:32,03-07-2024,,,Reservation iDEAL / Sofort Deposit,,EUR,300.00,EUR,310.67,
02-07-2024,17:46,02-07-2024,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 0,29 EUR",,,,EUR,10.67,
02-07-2024,17:46,02-07-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.29,EUR,10.38,
02-07-2024,07:44,01-07-2024,,,Valuta Creditering,,EUR,0.29,EUR,10.67,
02-07-2024,07:44,01-07-2024,,,Valuta Debitering,1.0767,USD,-0.31,USD,0.00,
01-07-2024,07:28,28-06-2024,,,DEGIRO Corporate Action Kosten,,USD,-0.03,USD,0.31,
01-07-2024,07:26,28-06-2024,NVIDIA CORP,US67066G1040,Dividend,,USD,0.40,USD,0.34,
01-07-2024,07:26,28-06-2024,NVIDIA CORP,US67066G1040,Dividendbelasting,,USD,-0.06,USD,-0.06,
10-06-2024,10:53,10-06-2024,NVIDIA CORP,US67066G1040,"STOCK SPLIT: Koop 40 @ 120,888 USD",,USD,-4835.52,USD,0.00,
10-06-2024,10:53,10-06-2024,NVIDIA CORP,US67066G1040,"STOCK SPLIT: Verkoop 4 @ 1.208,88 USD",,USD,4835.52,USD,4835.52,
04-06-2024,04:15,03-06-2024,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 2,5 EUR",,,,EUR,10.38,
04-06-2024,04:15,03-06-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,2.50,EUR,12.88,
03-06-2024,09:53,31-05-2024,,,DEGIRO Aansluitingskosten 2024 (New York Stock Exchange - NSY),,EUR,-2.50,EUR,10.38,
13-05-2024,17:00,13-05-2024,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 37,12 EUR",,,,EUR,12.88,
13-05-2024,17:00,13-05-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,37.12,EUR,50.00,
11-05-2024,04:51,10-05-2024,,,iDEAL Deposit,,EUR,50.00,EUR,12.88,
11-05-2024,04:51,10-05-2024,,,Reservation iDEAL / Sofort Deposit,,EUR,-50.00,EUR,-37.12,
10-05-2024,17:30,10-05-2024,,,Overboeking van uw geldrekening bij flatexDEGIRO Bank 180 EUR,,,,EUR,12.88,
10-05-2024,17:30,10-05-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,180.00,EUR,192.88,
10-05-2024,10:45,09-05-2024,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 17,82 EUR",,,,EUR,12.88,
10-05-2024,10:45,09-05-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,17.82,EUR,30.70,
10-05-2024,04:51,09-05-2024,,,iDEAL Deposit,,EUR,180.00,EUR,12.88,
10-05-2024,04:51,09-05-2024,,,Reservation iDEAL / Sofort Deposit,,EUR,-180.00,EUR,-167.12,
09-05-2024,18:52,09-05-2024,SHOPIFY INC,CA82509L1076,Valuta Creditering,1.0748,USD,250.36,USD,0.00,5866aa83-8f5f-4a63-9d9d-fb01ddbbea02
09-05-2024,18:52,09-05-2024,SHOPIFY INC,CA82509L1076,Valuta Debitering,,EUR,-232.94,EUR,12.88,5866aa83-8f5f-4a63-9d9d-fb01ddbbea02
09-05-2024,18:52,09-05-2024,SHOPIFY INC,CA82509L1076,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-2.00,EUR,245.82,5866aa83-8f5f-4a63-9d9d-fb01ddbbea02
09-05-2024,18:52,09-05-2024,SHOPIFY INC,CA82509L1076,"Koop 4 @ 62,59 USD",,USD,-250.36,USD,-250.36,5866aa83-8f5f-4a63-9d9d-fb01ddbbea02
09-05-2024,18:51,09-05-2024,,,Reservation iDEAL / Sofort Deposit,,EUR,50.00,EUR,247.82,
08-05-2024,22:03,08-05-2024,,,Reservation iDEAL / Sofort Deposit,,EUR,180.00,EUR,197.82,
23-04-2024,16:30,23-04-2024,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 132,18 EUR",,,,EUR,17.82,
23-04-2024,16:30,23-04-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,132.18,EUR,150.00,
23-04-2024,05:20,22-04-2024,,,iDEAL Deposit,,EUR,150.00,EUR,17.82,
23-04-2024,05:20,22-04-2024,,,Reservation iDEAL / Sofort Deposit,,EUR,-150.00,EUR,-132.18,
22-04-2024,11:00,19-04-2024,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 9,81 EUR",,,,EUR,17.82,
22-04-2024,11:00,19-04-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,9.81,EUR,27.63,
19-04-2024,18:15,19-04-2024,TESLA,US88160R1014,Valuta Creditering,1.0622,USD,148.70,USD,0.00,ab7f2766-39d2-4077-bfdf-8a454d3ba75a
19-04-2024,18:15,19-04-2024,TESLA,US88160R1014,Valuta Debitering,,EUR,-139.99,EUR,17.82,ab7f2766-39d2-4077-bfdf-8a454d3ba75a
19-04-2024,18:15,19-04-2024,TESLA,US88160R1014,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-2.00,EUR,157.81,ab7f2766-39d2-4077-bfdf-8a454d3ba75a
19-04-2024,18:15,19-04-2024,TESLA,US88160R1014,"Koop 1 @ 148,7 USD",,USD,-148.70,USD,-148.70,ab7f2766-39d2-4077-bfdf-8a454d3ba75a
19-04-2024,18:13,19-04-2024,,,Reservation iDEAL / Sofort Deposit,,EUR,150.00,EUR,159.81,
07-04-2024,08:20,31-03-2024,,,Flatex Interest Income,,EUR,0.00,EUR,9.81,
03-04-2024,21:17,02-04-2024,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 0,12 EUR",,,,EUR,9.81,
03-04-2024,21:17,02-04-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.12,EUR,9.69,
29-03-2024,08:16,28-03-2024,,,Valuta Creditering,,EUR,0.12,EUR,9.81,
29-03-2024,08:16,28-03-2024,,,Valuta Debitering,1.0816,USD,-0.13,USD,0.00,
28-03-2024,07:41,27-03-2024,,,DEGIRO Corporate Action Kosten,,USD,-0.01,USD,0.13,
28-03-2024,07:39,27-03-2024,NVIDIA CORP,US67066G1040,Dividendbelasting,,USD,-0.02,USD,0.14,
28-03-2024,07:39,27-03-2024,NVIDIA CORP,US67066G1040,Dividend,,USD,0.16,USD,0.16,
20-02-2024,08:50,20-02-2024,,,Processed Flatex Withdrawal,,EUR,9050.00,EUR,9.69,
20-02-2024,08:50,20-02-2024,,,flatex terugstorting,,EUR,-9050.00,EUR,-9040.31,
19-02-2024,17:46,19-02-2024,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 9.024,32 EUR",,,,EUR,9.69,
19-02-2024,17:46,19-02-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-9024.32,EUR,-9014.63,
19-02-2024,10:31,19-02-2024,,,Processed Flatex Withdrawal,,EUR,-9050.00,EUR,9.69,
19-02-2024,10:29,19-02-2024,ISHARES STOXX EUROPE 600 UCITS ETF (DE),DE0002635307,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-3.00,EUR,9059.69,76892551-6103-4eab-901f-6ae6ee2e60f5
19-02-2024,10:29,19-02-2024,ISHARES STOXX EUROPE 600 UCITS ETF (DE),DE0002635307,"Verkoop 6 @ 48,51 EUR",,EUR,291.06,EUR,9062.69,76892551-6103-4eab-901f-6ae6ee2e60f5
19-02-2024,10:28,19-02-2024,ISHARES MSCI WORLD UCITS ETF USD (DIST),IE00B0M62Q58,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-3.00,EUR,8771.63,8c3f8816-86df-4abe-b871-228b41135144
19-02-2024,10:28,19-02-2024,ISHARES MSCI WORLD UCITS ETF USD (DIST),IE00B0M62Q58,"Verkoop 7 @ 65,01 EUR",,EUR,455.07,EUR,8774.63,8c3f8816-86df-4abe-b871-228b41135144
19-02-2024,10:27,19-02-2024,VANGUARD FTSE ALL-WORLD UCITS ETF,IE00B3RBWM25,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-1.00,EUR,8319.56,3361e4e8-4207-43cf-96e1-f07871028f41
19-02-2024,10:27,19-02-2024,VANGUARD FTSE ALL-WORLD UCITS ETF,IE00B3RBWM25,"Verkoop 3 @ 114,2 EUR",,EUR,342.60,EUR,8320.56,3361e4e8-4207-43cf-96e1-f07871028f41
19-02-2024,10:27,19-02-2024,VANGUARD FTSE ALL-WORLD UCITS ETF,IE00B3RBWM25,"Verkoop 3 @ 114,22 EUR",,EUR,342.66,EUR,7977.96,3361e4e8-4207-43cf-
,,,,,,,,,,,96e1-f07871028f41
19-02-2024,10:27,19-02-2024,WISDOMTREE CYBERSECURITY UCITS ETF,IE00BLPK3577,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-3.00,EUR,7635.30,ee6330d0-28ac-4c81-9de5-26edaeaee355
19-02-2024,10:27,19-02-2024,WISDOMTREE CYBERSECURITY UCITS ETF,IE00BLPK3577,"Verkoop 33 @ 24,99 EUR",,EUR,824.67,EUR,7638.30,ee6330d0-28ac-4c81-9de5-26edaeaee355
19-02-2024,10:23,19-02-2024,VANGUARD S&P 500 UCITS ETF USD,IE00B3XXRP09,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-1.00,EUR,6813.63,a1dc58a9-3c00-4a75-905c-99f9e89dcac1
19-02-2024,10:23,19-02-2024,VANGUARD S&P 500 UCITS ETF USD,IE00B3XXRP09,"Verkoop 38 @ 88,22 EUR",,EUR,3352.36,EUR,6814.63,a1dc58a9-3c00-4a75-905c-99f9e89dcac1
19-02-2024,10:21,19-02-2024,VANGUARD FTSE ALL-WORLD UCITS ETF,IE00BK5BQT80,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-1.00,EUR,3462.27,1c0bff04-2e51-4678-accb-182629ebd3be
19-02-2024,10:21,19-02-2024,VANGUARD FTSE ALL-WORLD UCITS ETF,IE00BK5BQT80,"Verkoop 22 @ 113,36 EUR",,EUR,2493.92,EUR,3463.27,1c0bff04-2e51-4678-accb-182629ebd3be
19-02-2024,10:20,19-02-2024,ISHARES CORE S&P 500 UCITS ETF USD,IE0031442068,"Verkoop 9 @ 46,33 EUR",,EUR,416.97,EUR,969.35,9e188f57-4f53-46a1-8876-35f84b606e20
19-02-2024,10:18,19-02-2024,ISHARES CORE S&P 500 UCITS ETF USD,IE0031442068,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-3.00,EUR,552.38,9e188f57-4f53-46a1-8876-35f84b606e20
19-02-2024,10:18,19-02-2024,ISHARES CORE S&P 500 UCITS ETF USD,IE0031442068,"Verkoop 2 @ 46,342 EUR",,EUR,92.68,EUR,555.38,9e188f57-4f53-46a1-8876-35f84b606e20
19-02-2024,10:17,19-02-2024,ISHARES CHINA LARGE CAP UCITS ETF USD,IE00B02KXK85,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-1.00,EUR,462.70,21b1a3c1-7e1d-4b69-8e48-23722ea66cb9
19-02-2024,10:17,19-02-2024,ISHARES CHINA LARGE CAP UCITS ETF USD,IE00B02KXK85,"Verkoop 7 @ 61,19 EUR",,EUR,428.33,EUR,463.70,21b1a3c1-7e1d-4b69-8e48-23722ea66cb9
05-02-2024,22:47,05-02-2024,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 7,5 EUR",,,,EUR,35.37,
05-02-2024,22:47,05-02-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,7.50,EUR,42.87,
05-02-2024,07:19,31-01-2024,,,DEGIRO Aansluitingskosten 2024 (Nasdaq - NDQ),,EUR,-2.50,EUR,35.37,
05-02-2024,07:19,31-01-2024,,,DEGIRO Aansluitingskosten 2024 (Euronext Milan - MIL),,EUR,-2.50,EUR,37.87,
05-02-2024,07:19,31-01-2024,,,DEGIRO Aansluitingskosten 2024 (Xetra - XET),,EUR,-2.50,EUR,40.37,
04-01-2024,13:40,02-01-2024,,,Flatex Interest Income,,EUR,0.00,EUR,42.87,
03-01-2024,19:49,03-01-2024,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 4,45 EUR",,,,EUR,42.87,
03-01-2024,19:49,03-01-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-4.45,EUR,38.42,
03-01-2024,08:33,02-01-2024,,,Valuta Creditering,,EUR,4.45,EUR,42.87,
03-01-2024,08:33,02-01-2024,,,Valuta Debitering,1.0969,USD,-4.88,USD,0.00,
02-01-2024,14:47,01-01-2024,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 0,81 EUR",,,,EUR,38.42,
02-01-2024,14:47,01-01-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.81,EUR,37.61,
02-01-2024,08:33,27-12-2023,,,DEGIRO Corporate Action Kosten,,USD,-0.25,USD,4.88,
02-01-2024,08:29,27-12-2023,VANGUARD FTSE ALL-WORLD UCITS ETF,IE00B3RBWM25,Dividend,,USD,2.45,USD,5.13,
02-01-2024,08:09,29-12-2023,,,DEGIRO Corporate Action Kosten,,USD,-0.13,USD,2.68,
02-01-2024,08:09,29-12-2023,ISHARES MSCI WORLD UCITS ETF USD (DIST),IE00B0M62Q58,Dividend,,USD,1.34,USD,2.81,
02-01-2024,06:58,29-12-2023,,,DEGIRO Corporate Action Kosten,,USD,-0.16,USD,1.47,
02-01-2024,06:58,29-12-2023,ISHARES CORE S&P 500 UCITS ETF USD,IE0031442068,Dividend,,USD,1.63,USD,1.63,
31-12-2023,07:27,29-12-2023,,,Valuta Creditering,,EUR,0.69,EUR,38.42,
31-12-2023,07:27,29-12-2023,,,Valuta Debitering,1.1066,USD,-0.76,USD,0.00,
31-12-2023,00:37,29-12-2023,,,DEGIRO Corporate Action Kosten,,USD,-0.08,USD,0.76,
31-12-2023,00:37,29-12-2023,ISHARES CHINA LARGE CAP UCITS ETF USD,IE00B02KXK85,Dividend,,USD,0.84,USD,0.84,
30-12-2023,07:33,29-12-2023,,,Valuta Creditering,,EUR,0.12,EUR,37.73,
30-12-2023,07:33,29-12-2023,,,Valuta Debitering,1.1066,USD,-0.13,USD,0.00,
29-12-2023,18:48,29-12-2023,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 8,61 EUR",,,,EUR,37.61,
29-12-2023,18:48,29-12-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-8.61,EUR,29.00,
29-12-2023,08:07,28-12-2023,,,DEGIRO Corporate Action Kosten,,USD,-0.01,USD,0.13,
29-12-2023,08:06,28-12-2023,NVIDIA CORP,US67066G1040,Dividend,,USD,0.16,USD,0.14,
29-12-2023,08:06,28-12-2023,NVIDIA CORP,US67066G1040,Dividendbelasting,,USD,-0.02,USD,-0.02,
29-12-2023,07:44,28-12-2023,,,Valuta Creditering,,EUR,8.61,EUR,37.61,
29-12-2023,07:44,28-12-2023,,,Valuta Debitering,1.1088,USD,-9.55,USD,0.00,
28-12-2023,07:45,27-12-2023,,,DEGIRO Corporate Action Kosten,,USD,-1.06,USD,9.55,
28-12-2023,07:42,27-12-2023,VANGUARD S&P 500 UCITS ETF USD,IE00B3XXRP09,Dividend,,USD,10.61,USD,10.61,
18-12-2023,20:17,18-12-2023,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 0,92 EUR",,,,EUR,29.00,
18-12-2023,20:17,18-12-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.92,EUR,28.08,
18-12-2023,09:05,15-12-2023,,,DEGIRO Corporate Action Kosten,,EUR,-0.10,EUR,29.00,
18-12-2023,09:04,15-12-2023,ISHARES STOXX EUROPE 600 UCITS ETF (DE),DE0002635307,Dividend,,EUR,1.02,EUR,29.10,
20-11-2023,17:32,20-11-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 1,01 EUR",,,,EUR,28.08,
20-11-2023,17:32,20-11-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,1.01,EUR,29.09,
19-11-2023,08:09,17-11-2023,,,Valuta Debitering,,EUR,-1.01,EUR,28.08,
19-11-2023,08:09,17-11-2023,,,Valuta Creditering,1.0887,USD,1.10,USD,0.00,
18-11-2023,08:39,29-03-2023,,,DEGIRO Corporate Action Kosten,,USD,-1.09,USD,-1.10,
18-11-2023,08:38,29-03-2023,,,DEGIRO Corporate Action Kosten,,USD,-0.01,USD,-0.01,
25-10-2023,19:17,25-10-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 520,91 EUR",,,,EUR,29.09,
25-10-2023,19:17,25-10-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,520.91,EUR,550.00,
25-10-2023,13:12,24-10-2023,,,iDEAL Deposit,,EUR,550.00,EUR,29.09,
25-10-2023,13:12,24-10-2023,,,Reservation iDEAL / Sofort Deposit,,EUR,-550.00,EUR,-520.91,
24-10-2023,16:47,24-10-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 458,09 EUR",,,,EUR,29.09,
24-10-2023,16:47,24-10-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,458.09,EUR,487.18,
24-10-2023,09:04,24-10-2023,VANGUARD FTSE ALL-WORLD UCITS ETF,IE00BK5BQT80,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-1.00,EUR,29.09,74b602b9-6496-4192-87a1-8cf0152ad056
24-10-2023,09:04,24-10-2023,VANGUARD FTSE ALL-WORLD UCITS ETF,IE00BK5BQT80,"Koop 10 @ 97,8 EUR",,EUR,-978.00,EUR,30.09,74b602b9-6496-4192-87a1-8cf0152ad056
23-10-2023,21:08,23-10-2023,,,Reservation iDEAL / Sofort Deposit,,EUR,550.00,EUR,1008.09,
23-10-2023,16:47,23-10-2023,,,Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 431 EUR,,,,EUR,458.09,
23-10-2023,16:47,23-10-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-431.00,EUR,27.09,
23-10-2023,09:00,23-10-2023,ALFEN NV,NL0012817175,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-3.00,EUR,458.09,6b29335d-a295-478c-bf5e-0a2d97bcd7c0
23-10-2023,09:00,23-10-2023,ALFEN NV,NL0012817175,Verkoop 14 @ 31 EUR,,EUR,434.00,EUR,461.09,6b29335d-a295-478c-bf5e-0a2d97bcd7c0
02-10-2023,18:50,02-10-2023,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 0,12 EUR",,,,EUR,27.09,
02-10-2023,18:50,02-10-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.12,EUR,26.97,
02-10-2023,13:11,30-09-2023,,,Flatex Interest Income,,EUR,0.00,EUR,27.09,
30-09-2023,07:39,29-09-2023,,,Valuta Creditering,,EUR,0.12,EUR,27.09,
30-09-2023,07:39,29-09-2023,,,Valuta Debitering,1.0599,USD,-0.13,USD,0.00,
29-09-2023,18:51,29-09-2023,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 22,69 EUR",,,,EUR,26.97,
29-09-2023,18:51,29-09-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-22.69,EUR,4.28,
29-09-2023,07:47,28-09-2023,,,DEGIRO Corporate Action Kosten,,USD,-0.01,USD,0.13,
29-09-2023,07:47,28-09-2023,NVIDIA CORP,US67066G1040,Dividend,,USD,0.16,USD,0.14,
29-09-2023,07:47,28-09-2023,NVIDIA CORP,US67066G1040,Dividendbelasting,,USD,-0.02,USD,-0.02,
29-09-2023,07:43,28-09-2023,,,Valuta Creditering,,EUR,22.69,EUR,26.97,
29-09-2023,07:43,28-09-2023,,,Valuta Debitering,1.0592,USD,-24.03,USD,0.00,
28-09-2023,08:02,27-09-2023,,,DEGIRO Corporate Action Kosten,,USD,-0.28,USD,24.03,
28-09-2023,08:02,27-09-2023,VANGUARD FTSE ALL-WORLD UCITS ETF,IE00B3RBWM25,Dividend,,USD,2.84,USD,24.31,
28-09-2023,07:58,27-09-2023,,,DEGIRO Corporate Action Kosten,,USD,-1.09,USD,21.47,
28-09-2023,07:58,27-09-2023,ISHARES CHINA LARGE CAP UCITS ETF USD,IE00B02KXK85,Dividend,,USD,10.89,USD,22.56,
28-09-2023,07:53,27-09-2023,,,DEGIRO Corporate Action Kosten,,USD,-0.12,USD,11.67,
28-09-2023,07:53,27-09-2023,ISHARES MSCI WORLD UCITS ETF USD (DIST),IE00B0M62Q58,Dividend,,USD,1.19,USD,11.79,
28-09-2023,07:53,27-09-2023,,,DEGIRO Corporate Action Kosten,,USD,-0.16,USD,10.60,
28-09-2023,07:52,27-09-2023,ISHARES CORE S&P 500 UCITS ETF USD,IE0031442068,Dividend,,USD,1.61,USD,10.76,
28-09-2023,07:42,27-09-2023,,,DEGIRO Corporate Action Kosten,,USD,-1.02,USD,9.15,
28-09-2023,07:42,27-09-2023,VANGUARD S&P 500 UCITS ETF USD,IE00B3XXRP09,Dividend,,USD,10.17,USD,10.17,
26-09-2023,19:05,26-09-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 195,72 EUR",,,,EUR,4.28,
26-09-2023,19:05,26-09-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,195.72,EUR,200.00,
23-09-2023,13:42,22-09-2023,,,iDEAL Deposit,,EUR,200.00,EUR,4.28,
23-09-2023,13:42,22-09-2023,,,Reservation iDEAL / Sofort Deposit,,EUR,-200.00,EUR,-195.72,
22-09-2023,16:22,22-09-2023,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 10,2 EUR",,,,EUR,4.28,
22-09-2023,16:22,22-09-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,10.20,EUR,14.48,
22-09-2023,11:44,22-09-2023,VANGUARD FTSE ALL-WORLD UCITS ETF,IE00BK5BQT80,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-3.00,EUR,4.28,b7ad8d12-2d8d-4ab7-843a-5baabcd33b76
22-09-2023,11:44,22-09-2023,VANGUARD FTSE ALL-WORLD UCITS ETF,IE00BK5BQT80,"Koop 2 @ 101,46 EUR",,EUR,-202.92,EUR,7.28,b7ad8d12-2d8d-4ab7-843a-5baabcd33b76
22-09-2023,11:42,22-09-2023,,,Reservation iDEAL / Sofort Deposit,,EUR,200.00,EUR,210.20,
